"driver","neighbour"
"ALDOA","CKMT2"
"ALDOA","COX4I1"
"ALDOA","CRYAB"
"ALDOA","CRYZ"
"ALDOA","CS"
"ALDOA","CUL2"
"ALDOA","CUL3"
"ALDOA","CUL4B"
"ALDOA","CYTH2"
"ALDOA","DDRGK1"
"ALDOA","DDX24"
"ALDOA","DNM1L"
"ALDOA","DUT"
"ALDOA","ECHS1"
"ALDOA","EFTUD2"
"ALDOA","EGFR"
"ALDOA","ENO1"
"ALDOA","ENO3"
"ALDOA","EP300"
"ALDOA","ERBB2"
"ALDOA","ERBB3"
"ALDOA","ERBB4"
"ALDOA","ESR1"
"ALDOA","ESR2"
"ALDOA","FABP5"
"ALDOA","FANCA"
"ALDOA","FANCD2"
"ALDOA","FBXW7"
"ALDOA","FGD5"
"ALDOA","FH"
"ALDOA","FKBP2"
"ALDOA","FKBP7"
"ALDOA","FKBP8"
"ALDOA","FLCN"
"ALDOA","FLOT1"
"ALDOA","FLOT2"
"ALDOA","FN1"
"ALDOA","FNDC3A"
"ALDOA","FOLR1"
"ALDOA","FOXO1"
"ALDOA","FUS"
"ALDOA","FZR1"
"ALDOA","GABARAPL1"
"ALDOA","GALNT6"
"ALDOA","GAPDH"
"ALDOA","GLO1"
"ALDOA","GPD1L"
"ALDOA","GPI"
"ALDOA","GPX4"
"ALDOA","HADH"
"ALDOA","HBP1"
"ALDOA","HDAC5"
"ALDOA","HDAC6"
"ALDOA","HDLBP"
"ALDOA","HEXIM1"
"ALDOA","HIF1A"
"ALDOA","HNRNPA1"
"ALDOA","HSD17B10"
"ALDOA","HSF1"
"ALDOA","HSP90AA1"
"ALDOA","HSP90AB1"
"ALDOA","HSP90B1"
"ALDOA","HSPA1A"
"ALDOA","HSPA8"
"ALDOA","HSPB2"
"ALDOA","HSPD1"
"ALDOA","HSPE1"
"ALDOA","HTT"
"ALDOA","HUWE1"
"ALDOA","IFNA4"
"ALDOA","IMPA2"
"ALDOA","IQCB1"
"ALDOA","ISG15"
"ALDOA","ISYNA1"
"ALDOA","ITGA4"
"ALDOA","JOSD2"
"ALDOA","JUP"
"ALDOA","KCNAB2"
"ALDOA","KCTD9"
"ALDOA","KRAS"
"ALDOA","LDHA"
"ALDOA","LGALS1"
"ALDOA","LGALS9"
"ALDOA","LIG4"
"ALDOA","LMAN1"
"ALDOA","LOXL2"
"ALDOA","LRRK2"
"ALDOA","LTA4H"
"ALDOA","MAP1LC3B"
"ALDOA","MAP2K7"
"ALDOA","MARCKS"
"ALDOA","MCM2"
"ALDOA","MDH2"
"ALDOA","METTL14"
"ALDOA","MKI67"
"ALDOA","MLH1"
"ALDOA","MSX2"
"ALDOA","MT3"
"ALDOA","MYC"
"ALDOA","MYH7B"
"ALDOA","MYOC"
"ALDOA","NAA40"
"ALDOA","NCAPH"
"ALDOA","NCSTN"
"ALDOA","NDN"
"ALDOA","NDUFS4"
"ALDOA","NFIA"
"ALDOA","NFX1"
"ALDOA","NGB"
"ALDOA","NLRP7"
"ALDOA","NME1"
"ALDOA","NMRAL1"
"ALDOA","NTRK1"
"ALDOA","NXF1"
"ALDOA","OGT"
"ALDOA","OSBPL10"
"ALDOA","PCDH7"
"ALDOA","PCNA"
"ALDOA","PDIA3"
"ALDOA","PER2"
"ALDOA","PFKL"
"ALDOA","PFKM"
"ALDOA","PGAM2"
"ALDOA","PGK1"
"ALDOA","PHGDH"
"ALDOA","PIAS4"
"ALDOA","PIH1D1"
"ALDOA","PINK1"
"ALDOA","PLD2"
"ALDOA","PLEKHA4"
"ALDOA","PML"
"ALDOA","PPIF"
"ALDOA","PPP4C"
"ALDOA","PREP"
"ALDOA","PRPF8"
"ALDOA","PSMA3"
"ALDOA","PSMD4"
"ALDOA","RAB4A"
"ALDOA","RAD52"
"ALDOA","RAF1"
"ALDOA","RANBP9"
"ALDOA","RBM39"
"ALDOA","RECQL4"
"ALDOA","RIN3"
"ALDOA","RIT1"
"ALDOA","RMND5A"
"ALDOA","RNF4"
"ALDOA","RNF8"
"ALDOA","RPS4Y1"
"ALDOA","SHANK3"
"ALDOA","SLC15A3"
"ALDOA","SLC22A1"
"ALDOA","SLC2A1"
"ALDOA","SLC40A1"
"ALDOA","SLC4A1"
"ALDOA","SLC9A1"
"ALDOA","SNX9"
"ALDOA","SOAT1"
"ALDOA","SOD1"
"ALDOA","SOD2"
"ALDOA","SRPK2"
"ALDOA","STIP1"
"ALDOA","STOM"
"ALDOA","SUMO2"
"ALDOA","SUMO4"
"ALDOA","SUZ12"
"ALDOA","TAGLN"
"ALDOA","TAGLN2"
"ALDOA","TALDO1"
"ALDOA","TERF1"
"ALDOA","TFAP2A"
"ALDOA","TFCP2"
"ALDOA","TGFBR2"
"ALDOA","TKT"
"ALDOA","TNPO3"
"ALDOA","TPI1"
"ALDOA","TRAP1"
"ALDOA","TRIM23"
"ALDOA","TRIM24"
"ALDOA","TRIM25"
"ALDOA","TRIM37"
"ALDOA","TRIM63"
"ALDOA","TRIM67"
"ALDOA","UBE2M"
"ALDOA","UMPS"
"ALDOA","USP15"
"ALDOA","VCAM1"
"ALDOA","VPS18"
"ALDOA","WAS"
"ALDOA","WDR77"
"ALDOA","XRN1"
"ALDOA","YAP1"
"ALDOA","ZC3H18"
"ALDOA","ZP4"
"ALDOA","ZRANB1"
"ALKBH6","ALKBH2"
"ALKBH6","TOP3B"
"ALYREF","AAAS"
"ALYREF","ACAD9"
"ALYREF","ACIN1"
"ALYREF","AGR2"
"ALYREF","AKT1"
"ALYREF","ARAF"
"ALYREF","ARIH2"
"ALYREF","ARRB1"
"ALYREF","ARRB2"
"ALYREF","ATG16L1"
"ALYREF","ATM"
"ALYREF","ATP6V1E1"
"ALYREF","AUH"
"ALYREF","BAG1"
"ALYREF","BAP1"
"ALYREF","BCLAF1"
"ALYREF","BIRC3"
"ALYREF","BMI1"
"ALYREF","BRCA1"
"ALYREF","BRD4"
"ALYREF","BRD7"
"ALYREF","BTRC"
"ALYREF","C1QBP"
"ALYREF","CAND1"
"ALYREF","CAPZB"
"ALYREF","CASC3"
"ALYREF","CBX8"
"ALYREF","CCDC12"
"ALYREF","CCNF"
"ALYREF","CD274"
"ALYREF","CD81"
"ALYREF","CDC40"
"ALYREF","CDC5L"
"ALYREF","CDK1"
"ALYREF","CDK2"
"ALYREF","CDK7"
"ALYREF","CDK9"
"ALYREF","CELF1"
"ALYREF","CENPA"
"ALYREF","CEP250"
"ALYREF","CHCHD2"
"ALYREF","CHD3"
"ALYREF","CHMP4B"
"ALYREF","CIT"
"ALYREF","CLNS1A"
"ALYREF","CLTB"
"ALYREF","CLTCL1"
"ALYREF","COPS5"
"ALYREF","COQ2"
"ALYREF","COX15"
"ALYREF","CPSF6"
"ALYREF","CSNK1E"
"ALYREF","CUL1"
"ALYREF","CUL2"
"ALYREF","CUL3"
"ALYREF","CUL4B"
"ALYREF","CUL7"
"ALYREF","CWC22"
"ALYREF","CWC27"
"ALYREF","CYLD"
"ALYREF","DAP3"
"ALYREF","DDRGK1"
"ALYREF","DDX19B"
"ALYREF","DDX21"
"ALYREF","DDX23"
"ALYREF","DDX3X"
"ALYREF","DDX5"
"ALYREF","DEK"
"ALYREF","DHX16"
"ALYREF","DHX38"
"ALYREF","DHX9"
"ALYREF","DIRAS2"
"ALYREF","DISC1"
"ALYREF","DLGAP4"
"ALYREF","DOT1L"
"ALYREF","ECT2"
"ALYREF","EED"
"ALYREF","EFTUD2"
"ALYREF","EIF4A3"
"ALYREF","ELAVL1"
"ALYREF","EP300"
"ALYREF","ERAL1"
"ALYREF","ERCC4"
"ALYREF","ERH"
"ALYREF","ESR1"
"ALYREF","ESR2"
"ALYREF","EWSR1"
"ALYREF","EXD2"
"ALYREF","EZH2"
"ALYREF","FAM120A"
"ALYREF","FANCD2"
"ALYREF","FAU"
"ALYREF","FBXO6"
"ALYREF","FBXW7"
"ALYREF","FGFR1OP2"
"ALYREF","FN1"
"ALYREF","FOLR1"
"ALYREF","FOXA1"
"ALYREF","FUS"
"ALYREF","FYTTD1"
"ALYREF","FZR1"
"ALYREF","GATA4"
"ALYREF","GLE1"
"ALYREF","GLI1"
"ALYREF","GNL1"
"ALYREF","GPKOW"
"ALYREF","GRK5"
"ALYREF","GRSF1"
"ALYREF","HDGF"
"ALYREF","HDLBP"
"ALYREF","HERC4"
"ALYREF","HEXIM1"
"ALYREF","HNRNPA1"
"ALYREF","HNRNPL"
"ALYREF","HNRNPM"
"ALYREF","HNRNPU"
"ALYREF","HSD17B10"
"ALYREF","HSF1"
"ALYREF","HSPA8"
"ALYREF","HSPA9"
"ALYREF","ICAM1"
"ALYREF","IGF2BP3"
"ALYREF","IGSF8"
"ALYREF","IK"
"ALYREF","IL7R"
"ALYREF","ILF2"
"ALYREF","ILK"
"ALYREF","INO80B"
"ALYREF","INSIG2"
"ALYREF","IQGAP1"
"ALYREF","IREB2"
"ALYREF","ITFG1"
"ALYREF","ITGA4"
"ALYREF","IWS1"
"ALYREF","KIF14"
"ALYREF","KIF20A"
"ALYREF","KIF23"
"ALYREF","KIN"
"ALYREF","KRAS"
"ALYREF","LARP7"
"ALYREF","LEF1"
"ALYREF","LMNA"
"ALYREF","LSM4"
"ALYREF","LSM6"
"ALYREF","LUZP4"
"ALYREF","MAGOH"
"ALYREF","MAGOHB"
"ALYREF","MAP1LC3B"
"ALYREF","MAP7"
"ALYREF","MARK3"
"ALYREF","MATR3"
"ALYREF","MCAT"
"ALYREF","MCM3AP"
"ALYREF","MDH2"
"ALYREF","MEPCE"
"ALYREF","METTL14"
"ALYREF","MEX3C"
"ALYREF","MFAP1"
"ALYREF","MKRN2"
"ALYREF","MRPL1"
"ALYREF","MRPL11"
"ALYREF","MRPL15"
"ALYREF","MRPL18"
"ALYREF","MRPL28"
"ALYREF","MRPL3"
"ALYREF","MRPL30"
"ALYREF","MRPL43"
"ALYREF","MRPL45"
"ALYREF","MRPL49"
"ALYREF","MRPL50"
"ALYREF","MRPL51"
"ALYREF","MRPL52"
"ALYREF","MRPL9"
"ALYREF","MRPS15"
"ALYREF","MRPS16"
"ALYREF","MRPS18B"
"ALYREF","MRPS18C"
"ALYREF","MRPS2"
"ALYREF","MRPS22"
"ALYREF","MRPS23"
"ALYREF","MRPS25"
"ALYREF","MRPS26"
"ALYREF","MRPS27"
"ALYREF","MRPS28"
"ALYREF","MRPS31"
"ALYREF","MRPS34"
"ALYREF","MRPS35"
"ALYREF","MRPS5"
"ALYREF","MRPS6"
"ALYREF","MRPS7"
"ALYREF","MRPS9"
"ALYREF","MRRF"
"ALYREF","MYC"
"ALYREF","MYCN"
"ALYREF","MYH10"
"ALYREF","NAA16"
"ALYREF","NANOG"
"ALYREF","NAP1L1"
"ALYREF","NCBP1"
"ALYREF","NCBP2"
"ALYREF","NCL"
"ALYREF","NEDD1"
"ALYREF","NFX1"
"ALYREF","NGB"
"ALYREF","NKX2-1"
"ALYREF","NOP2"
"ALYREF","NR5A1"
"ALYREF","NTRK1"
"ALYREF","NUDCD2"
"ALYREF","NUMA1"
"ALYREF","NUP107"
"ALYREF","NUP133"
"ALYREF","NUP153"
"ALYREF","NUP155"
"ALYREF","NUP160"
"ALYREF","NUP188"
"ALYREF","NUP205"
"ALYREF","NUP210"
"ALYREF","NUP214"
"ALYREF","NUP35"
"ALYREF","NUP37"
"ALYREF","NUP43"
"ALYREF","NUP50"
"ALYREF","NUP54"
"ALYREF","NUP62"
"ALYREF","NUP85"
"ALYREF","NUP88"
"ALYREF","NUP93"
"ALYREF","NUP98"
"ALYREF","NUPR1"
"ALYREF","NXF1"
"ALYREF","NXF2B"
"ALYREF","NXF3"
"ALYREF","NXF5"
"ALYREF","NXT1"
"ALYREF","OASL"
"ALYREF","OBSL1"
"ALYREF","OLA1"
"ALYREF","PABPC1"
"ALYREF","PABPC4"
"ALYREF","PAIP2B"
"ALYREF","PAN2"
"ALYREF","PARK7"
"ALYREF","PAXIP1"
"ALYREF","PCF11"
"ALYREF","PDHA1"
"ALYREF","PDZD8"
"ALYREF","PIK3R1"
"ALYREF","PLEKHA4"
"ALYREF","PNN"
"ALYREF","POLDIP3"
"ALYREF","POLR2A"
"ALYREF","POM121"
"ALYREF","PPIH"
"ALYREF","PPIL1"
"ALYREF","PPIL2"
"ALYREF","PPIL3"
"ALYREF","PQBP1"
"ALYREF","PRC1"
"ALYREF","PRMT1"
"ALYREF","PRMT5"
"ALYREF","PRMT8"
"ALYREF","PRNP"
"ALYREF","PRPF19"
"ALYREF","PRPF3"
"ALYREF","PRPF38A"
"ALYREF","PRPF4"
"ALYREF","PRPF40A"
"ALYREF","PRPF4B"
"ALYREF","PRPF6"
"ALYREF","PRPF8"
"ALYREF","PSPC1"
"ALYREF","PTCD3"
"ALYREF","PTEN"
"ALYREF","PTPN6"
"ALYREF","PXK"
"ALYREF","RAD18"
"ALYREF","RAD21"
"ALYREF","RAE1"
"ALYREF","RAF1"
"ALYREF","RANBP2"
"ALYREF","RANBP9"
"ALYREF","RBM15"
"ALYREF","RBM15B"
"ALYREF","RBM17"
"ALYREF","RBM25"
"ALYREF","RBM33"
"ALYREF","RBM34"
"ALYREF","RBM39"
"ALYREF","RBM42"
"ALYREF","RBM5"
"ALYREF","RBM8A"
"ALYREF","RBMX"
"ALYREF","RBX1"
"ALYREF","RC3H1"
"ALYREF","RC3H2"
"ALYREF","RECQL4"
"ALYREF","REST"
"ALYREF","RHOC"
"ALYREF","RIN3"
"ALYREF","RIT1"
"ALYREF","RNF113A"
"ALYREF","RNF123"
"ALYREF","RNF2"
"ALYREF","RNF20"
"ALYREF","RNF31"
"ALYREF","RNF40"
"ALYREF","RNH1"
"ALYREF","RNPS1"
"ALYREF","RPL10"
"ALYREF","RPL26L1"
"ALYREF","RPL32"
"ALYREF","RPS16"
"ALYREF","RRP1B"
"ALYREF","RUNX2"
"ALYREF","SAP18"
"ALYREF","SARNP"
"ALYREF","SART3"
"ALYREF","SCYL2"
"ALYREF","SEC23B"
"ALYREF","SEC24C"
"ALYREF","SEH1L"
"ALYREF","SF3A1"
"ALYREF","SF3A2"
"ALYREF","SF3B1"
"ALYREF","SF3B4"
"ALYREF","SFPQ"
"ALYREF","SIRT7"
"ALYREF","SLBP"
"ALYREF","SLU7"
"ALYREF","SMAD4"
"ALYREF","SMU1"
"ALYREF","SNRNP70"
"ALYREF","SNRPA"
"ALYREF","SNRPB"
"ALYREF","SNRPB2"
"ALYREF","SNRPC"
"ALYREF","SNRPD2"
"ALYREF","SNRPF"
"ALYREF","SOAT1"
"ALYREF","SOX2"
"ALYREF","SPPL3"
"ALYREF","SRPK1"
"ALYREF","SRRM1"
"ALYREF","SRRM2"
"ALYREF","SRRT"
"ALYREF","SSRP1"
"ALYREF","STAU1"
"ALYREF","SUZ12"
"ALYREF","TACO1"
"ALYREF","TCERG1"
"ALYREF","THOC1"
"ALYREF","THOC2"
"ALYREF","THOC3"
"ALYREF","THOC5"
"ALYREF","THOC6"
"ALYREF","THOC7"
"ALYREF","THRAP3"
"ALYREF","TLE3"
"ALYREF","TNF"
"ALYREF","TNIP2"
"ALYREF","TNPO1"
"ALYREF","TOP1"
"ALYREF","TP53"
"ALYREF","TPR"
"ALYREF","TRIM14"
"ALYREF","TRIM25"
"ALYREF","TRIM31"
"ALYREF","TRIM37"
"ALYREF","TRIM67"
"ALYREF","TRIP12"
"ALYREF","TRIP13"
"ALYREF","TSFM"
"ALYREF","TXNL4A"
"ALYREF","TYK2"
"ALYREF","U2AF2"
"ALYREF","UBA5"
"ALYREF","UBC"
"ALYREF","UBE2I"
"ALYREF","UBL5"
"ALYREF","UGGT1"
"ALYREF","UPF1"
"ALYREF","UPF2"
"ALYREF","UPF3A"
"ALYREF","UPF3B"
"ALYREF","VCAM1"
"ALYREF","VRK1"
"ALYREF","VRK3"
"ALYREF","WBP11"
"ALYREF","WBP4"
"ALYREF","WDR35"
"ALYREF","WDR5"
"ALYREF","WDR77"
"ALYREF","WWP2"
"ALYREF","XPNPEP3"
"ALYREF","XPO1"
"ALYREF","XRCC6"
"ALYREF","XRN1"
"ALYREF","YBX1"
"ALYREF","ZBTB2"
"ALYREF","ZC3H11A"
"ALYREF","ZC3H13"
"ALYREF","ZC3H18"
"ALYREF","ZC3HAV1"
"ALYREF","ZMAT2"
"ALYREF","ZNF330"
"ALYREF","ZRANB1"
"ANG","ABCG8"
"ANG","ACTN2"
"ANG","ANXA2"
"ANG","ATP6AP1"
"ANG","EGFR"
"ANG","EIF2AK1"
"ANG","FST"
"ANG","MDM2"
"ANG","PCNA"
"ANG","PLAUR"
"ANG","PLXNB2"
"ANG","PM20D2"
"ANG","PTEN"
"ANG","REN"
"ANG","RNASE4"
"ANG","RNH1"
"ANG","S100A10"
"ANG","TP53"
"ANKRD16","CD19"
"ANKRD16","GAMT"
"ANKRD16","HRAS"
"ANKRD16","RHOA"
"ANKRD16","TOP3B"
"ANXA2","ACE2"
"ANXA2","ACLY"
"ANXA2","ACOT7"
"ANXA2","ACTA1"
"ANXA2","ACTB"
"ANXA2","ACTBL2"
"ANXA2","ADIPOR2"
"ANXA2","AGR2"
"ANXA2","AHCY"
"ANXA2","AHNAK"
"ANXA2","AHNAK2"
"ANXA2","AHSG"
"ANXA2","AIFM1"
"ANXA2","AIMP2"
"ANXA2","AKAP13"
"ANXA2","AKT1"
"ANXA2","ALDH3A1"
"ANXA2","ANG"
"ANXA2","ANLN"
"ANXA2","ANP32A"
"ANXA2","ANXA1"
"ANXA2","ANXA11"
"ANXA2","ANXA13"
"ANXA2","ANXA5"
"ANXA2","ANXA6"
"ANXA2","APOH"
"ANXA2","APP"
"ANXA2","AQP2"
"ANXA2","ARG1"
"ANXA2","ARHGAP21"
"ANXA2","ARRB1"
"ANXA2","ARRB2"
"ANXA2","ASB9"
"ANXA2","ASXL1"
"ANXA2","ASXL2"
"ANXA2","ATM"
"ANXA2","ATP4A"
"ANXA2","AURKB"
"ANXA2","AZGP1"
"ANXA2","BAG3"
"ANXA2","BAP1"
"ANXA2","BASP1"
"ANXA2","BCL6"
"ANXA2","BICD1"
"ANXA2","BICD2"
"ANXA2","BIRC3"
"ANXA2","BLMH"
"ANXA2","BMX"
"ANXA2","BRD4"
"ANXA2","BTF3"
"ANXA2","BTRC"
"ANXA2","C16orf87"
"ANXA2","CACYBP"
"ANXA2","CALML5"
"ANXA2","CALR"
"ANXA2","CASP14"
"ANXA2","CAV1"
"ANXA2","CAV3"
"ANXA2","CBLL1"
"ANXA2","CCDC8"
"ANXA2","CCNF"
"ANXA2","CCR10"
"ANXA2","CD151"
"ANXA2","CD209"
"ANXA2","CD274"
"ANXA2","CD4"
"ANXA2","CD63"
"ANXA2","CD99"
"ANXA2","CDC42"
"ANXA2","CDC73"
"ANXA2","CDH1"
"ANXA2","CDK2"
"ANXA2","CDK7"
"ANXA2","CDK9"
"ANXA2","CDSN"
"ANXA2","CEACAM1"
"ANXA2","CHD3"
"ANXA2","CHD4"
"ANXA2","CHMP4B"
"ANXA2","CHMP4C"
"ANXA2","CHRD"
"ANXA2","CHRM2"
"ANXA2","CIC"
"ANXA2","CIT"
"ANXA2","CKAP4"
"ANXA2","COCH"
"ANXA2","COL1A1"
"ANXA2","CSK"
"ANXA2","CSTA"
"ANXA2","CTSB"
"ANXA2","CTSD"
"ANXA2","CTSS"
"ANXA2","CUL2"
"ANXA2","CUL7"
"ANXA2","CYLD"
"ANXA2","DBN1"
"ANXA2","DCAF4L2"
"ANXA2","DDX24"
"ANXA2","DISC1"
"ANXA2","DLST"
"ANXA2","DNAJB11"
"ANXA2","DNAJC7"
"ANXA2","DNAJC8"
"ANXA2","DOCK8"
"ANXA2","DSC1"
"ANXA2","DSG1"
"ANXA2","DSP"
"ANXA2","DVL2"
"ANXA2","DYNC1LI1"
"ANXA2","DYNC1LI2"
"ANXA2","DYNLT1"
"ANXA2","DYSF"
"ANXA2","ECT2"
"ANXA2","EEF1A1"
"ANXA2","EEF2"
"ANXA2","EFEMP1"
"ANXA2","EFTUD2"
"ANXA2","EGFR"
"ANXA2","EIF3F"
"ANXA2","EIF4ENIF1"
"ANXA2","EP300"
"ANXA2","ERBB2"
"ANXA2","ERBB3"
"ANXA2","ERRFI1"
"ANXA2","ESR1"
"ANXA2","ESRRB"
"ANXA2","EWSR1"
"ANXA2","EZR"
"ANXA2","F3"
"ANXA2","FABP5"
"ANXA2","FAM13A"
"ANXA2","FANCD2"
"ANXA2","FBXL12"
"ANXA2","FGD5"
"ANXA2","FGFR1"
"ANXA2","FLG"
"ANXA2","FLG2"
"ANXA2","FLNA"
"ANXA2","FLT1"
"ANXA2","FN1"
"ANXA2","FOLH1"
"ANXA2","FOLR1"
"ANXA2","FUBP1"
"ANXA2","FZR1"
"ANXA2","GALE"
"ANXA2","GAST"
"ANXA2","GC"
"ANXA2","GGCT"
"ANXA2","GRB2"
"ANXA2","GSDMA"
"ANXA2","GSK3B"
"ANXA2","HDAC6"
"ANXA2","HEXIM1"
"ANXA2","HGF"
"ANXA2","HLF"
"ANXA2","HLTF"
"ANXA2","HMGA1"
"ANXA2","HMGB1"
"ANXA2","HMGN3"
"ANXA2","HNF1A"
"ANXA2","HNRNPA1"
"ANXA2","HNRNPA2B1"
"ANXA2","HNRNPL"
"ANXA2","HOOK1"
"ANXA2","HSD17B10"
"ANXA2","HSPA1A"
"ANXA2","HSPA5"
"ANXA2","HSPA8"
"ANXA2","HTRA2"
"ANXA2","IFNG"
"ANXA2","IGF1R"
"ANXA2","INS"
"ANXA2","INSIG1"
"ANXA2","INSIG2"
"ANXA2","INSR"
"ANXA2","IQCB1"
"ANXA2","IQGAP1"
"ANXA2","ISG15"
"ANXA2","ITGA4"
"ANXA2","JUP"
"ANXA2","KIF14"
"ANXA2","KIF20A"
"ANXA2","KIF23"
"ANXA2","KNG1"
"ANXA2","KPRP"
"ANXA2","KRT1"
"ANXA2","KRT17"
"ANXA2","KRT8"
"ANXA2","LGALS1"
"ANXA2","LGALS3"
"ANXA2","LGALS7"
"ANXA2","LGALS8"
"ANXA2","LIMA1"
"ANXA2","LRRC31"
"ANXA2","MAP1LC3B"
"ANXA2","MAP1S"
"ANXA2","MAP3K4"
"ANXA2","MAPT"
"ANXA2","MCM2"
"ANXA2","MCM5"
"ANXA2","METTL14"
"ANXA2","METTL3"
"ANXA2","MGMT"
"ANXA2","MICALL2"
"ANXA2","MID1"
"ANXA2","MLH1"
"ANXA2","MMGT1"
"ANXA2","MMP1"
"ANXA2","MMP2"
"ANXA2","MSX2"
"ANXA2","MTDH"
"ANXA2","MYC"
"ANXA2","MYH9"
"ANXA2","MYO18A"
"ANXA2","MYO19"
"ANXA2","MYOC"
"ANXA2","NCBP2"
"ANXA2","NCKAP1L"
"ANXA2","NCL"
"ANXA2","NCOA3"
"ANXA2","NEDD4"
"ANXA2","NEDD4L"
"ANXA2","NEK2"
"ANXA2","NFKB1"
"ANXA2","NIN"
"ANXA2","NIPBL"
"ANXA2","NLRP7"
"ANXA2","NMRAL1"
"ANXA2","NOD2"
"ANXA2","NPM1"
"ANXA2","NTRK1"
"ANXA2","NUDCD2"
"ANXA2","OBSL1"
"ANXA2","OGDH"
"ANXA2","PALMD"
"ANXA2","PCBP2"
"ANXA2","PCDH7"
"ANXA2","PCNA"
"ANXA2","PCSK9"
"ANXA2","PDCD6"
"ANXA2","PDHA1"
"ANXA2","PDIA3"
"ANXA2","PDIA6"
"ANXA2","PDS5A"
"ANXA2","PDS5B"
"ANXA2","PEBP1"
"ANXA2","PEPD"
"ANXA2","PFN1"
"ANXA2","PIAS1"
"ANXA2","PIH1D1"
"ANXA2","PKP1"
"ANXA2","PLA2G4A"
"ANXA2","PLAT"
"ANXA2","PLAU"
"ANXA2","PLEKHA4"
"ANXA2","PLG"
"ANXA2","PMAIP1"
"ANXA2","PML"
"ANXA2","POT1"
"ANXA2","PPM1B"
"ANXA2","PPP1CB"
"ANXA2","PPP2R1A"
"ANXA2","PPT1"
"ANXA2","PRC1"
"ANXA2","PRDX2"
"ANXA2","PRKCA"
"ANXA2","PRKCB"
"ANXA2","PRKCD"
"ANXA2","PRKCE"
"ANXA2","PRKCG"
"ANXA2","PRKCZ"
"ANXA2","PRKDC"
"ANXA2","PRMT1"
"ANXA2","PRPF8"
"ANXA2","PSEN1"
"ANXA2","PTEN"
"ANXA2","PTK2"
"ANXA2","PTK2B"
"ANXA2","PTPN11"
"ANXA2","RAB11A"
"ANXA2","RAB14"
"ANXA2","RAB1A"
"ANXA2","RAB5B"
"ANXA2","RAB7A"
"ANXA2","RAC1"
"ANXA2","RAF1"
"ANXA2","RANBP9"
"ANXA2","RAPGEF3"
"ANXA2","RBM39"
"ANXA2","RECQL4"
"ANXA2","RELA"
"ANXA2","RHOA"
"ANXA2","RHOB"
"ANXA2","RHOC"
"ANXA2","RIN3"
"ANXA2","RNF113A"
"ANXA2","RNF208"
"ANXA2","RNF8"
"ANXA2","ROBO4"
"ANXA2","RPA1"
"ANXA2","RPA2"
"ANXA2","RPA3"
"ANXA2","RPL11"
"ANXA2","RPS13"
"ANXA2","RPS2"
"ANXA2","RPS6KA1"
"ANXA2","RPS6KB2"
"ANXA2","RSC1A1"
"ANXA2","S100A1"
"ANXA2","S100A10"
"ANXA2","S100A11"
"ANXA2","S100A14"
"ANXA2","S100A2"
"ANXA2","S100A4"
"ANXA2","S100A6"
"ANXA2","S100A7"
"ANXA2","S100A8"
"ANXA2","SAMD12"
"ANXA2","SCYL2"
"ANXA2","SERPINB12"
"ANXA2","SERPINB3"
"ANXA2","SERPINE1"
"ANXA2","SETD7"
"ANXA2","SH2D3C"
"ANXA2","SHC1"
"ANXA2","SIRT6"
"ANXA2","SLFN11"
"ANXA2","SMC3"
"ANXA2","SMN1"
"ANXA2","SNAP23"
"ANXA2","SNCA"
"ANXA2","SNX17"
"ANXA2","SOAT1"
"ANXA2","SOS1"
"ANXA2","SOX2"
"ANXA2","SP1"
"ANXA2","SPOP"
"ANXA2","SPRR2E"
"ANXA2","SRC"
"ANXA2","STAG1"
"ANXA2","STAT3"
"ANXA2","STAT6"
"ANXA2","STC2"
"ANXA2","SUPT6H"
"ANXA2","SYNCRIP"
"ANXA2","SYNPO"
"ANXA2","SYTL2"
"ANXA2","TAF15"
"ANXA2","TCEAL8"
"ANXA2","TERF1"
"ANXA2","TERT"
"ANXA2","TET2"
"ANXA2","TEX101"
"ANXA2","TFEB"
"ANXA2","TGM3"
"ANXA2","TLR2"
"ANXA2","TLR4"
"ANXA2","TMPO"
"ANXA2","TNC"
"ANXA2","TNFAIP8L1"
"ANXA2","TP53"
"ANXA2","TRIM21"
"ANXA2","TRIM25"
"ANXA2","TRIM26"
"ANXA2","TRIM27"
"ANXA2","TRIM33"
"ANXA2","TRIM37"
"ANXA2","TRIM59"
"ANXA2","TRIM67"
"ANXA2","TRIM72"
"ANXA2","TRPA1"
"ANXA2","TRPV5"
"ANXA2","TSG101"
"ANXA2","TTLL7"
"ANXA2","TXNRD1"
"ANXA2","U2AF2"
"ANXA2","UBA52"
"ANXA2","UBAP2"
"ANXA2","UBE2A"
"ANXA2","UBE3A"
"ANXA2","UBQLN2"
"ANXA2","UNC13D"
"ANXA2","USP2"
"ANXA2","VAMP8"
"ANXA2","VCAM1"
"ANXA2","VCP"
"ANXA2","WDR76"
"ANXA2","WFDC2"
"ANXA2","WTAP"
"ANXA2","WWOX"
"ANXA2","WWP2"
"ANXA2","YWHAQ"
"ANXA2","ZBTB4"
"ANXA2","ZC3H18"
"ANXA2","ZNF598"
"ANXA2","ZRANB1"
"AP1S1","AFTPH"
"AP1S1","AIMP2"
"AP1S1","AP1B1"
"AP1S1","AP1G1"
"AP1S1","AP1G2"
"AP1S1","AP1M1"
"AP1S1","AP1M2"
"AP1S1","AP1S2"
