"driver","neighbour"
"ESR1","MPDZ"
"ESR1","EIF4B"
"ESR1","PWP1"
"ESR1","ODF2"
"ESR1","FOXA2"
"ESR1","STAT1"
"ESR1","FKBP5"
"ESR1","AKT1"
"ESR1","NOS3"
"ESR1","KTN1"
"ESR1","GADD45A"
"ESR1","CNOT10"
"ESR1","CAV2"
"ESR1","PRMT2"
"ESR1","WFS1"
"ESR1","GAPDH"
"ESR1","SLC7A5"
"ESR1","ZFHX3"
"ESR1","SPRR2A"
"ESR1","PAK4"
"ESR1","MBD1"
"ESR1","PLEC"
"ESR1","CDK5"
"ESR1","ARHGEF2"
"ESR1","STAU2"
"ESR1","ZNF217"
"ESR1","NOP14"
"ESR1","EP300"
"ESR1","ZHX2"
"ESR1","RPTOR"
"ESR1","XBP1"
"ESR1","DLG1"
"ESR1","ERBB4"
"ESR1","NR2F6"
"ESR1","RET"
"ESR1","DBN1"
"ESR1","EIF4G1"
"ESR1","PRDX4"
"ESR1","TRIOBP"
"ESR1","AGRN"
"ESR1","TLE1"
"ESR1","NR0B2"
"ESR1","RPS6KA2"
"ESR1","IQGAP1"
"ESR1","FBXO11"
"ESR1","C3"
"ESR1","MSI2"
"ESR1","SND1"
"ESR1","APC"
"ESR1","RAI14"
"ESR1","ACTN1"
"ESR1","CALD1"
"ESR1","EIF4E"
"ESR1","TPM1"
"ESR1","MIOS"
"ESR1","BAZ1B"
"ESR1","LIMA1"
"ESR1","WNT4"
"ESR1","CXCR4"
"ESR1","LIPE"
"ESR1","BCL3"
"ESR1","MKNK2"
"ESR1","MYH9"
"ESR1","CDK11B"
"ESR1","SLC25A24"
"ESR1","CD82"
"ESR1","BRCA1"
"ESR1","NR3C1"
"ESR1","RB1"
"ESR1","NCOA1"
"ESR1","RBM39"
"ESR1","TDG"
"ESR1","ARID1A"
"ESR1","SLC9A1"
"ESR1","GRB2"
"ESR1","PIK3CG"
"ESR1","TACC1"
"ESR1","AQR"
"ESR1","C1QBP"
"ESR1","EIF3C"
"ESR1","NOL7"
"ESR1","PSMC5"
"ESR1","RUVBL2"
"ESR1","SARS2"
"ESR1","ZNF593"
"ESR1","FGD4"
"ESR1","USP10"
"ESR1","HNRNPA1"
"ESR1","MPHOSPH6"
"ESR1","TRIM33"
"ESR1","FOSL2"
"ESR1","SLC3A2"
"ESR1","COL1A2"
"ESR1","HDAC1"
"ESR1","CHD6"
"ESR1","HSP90B1"
"ESR1","ATP6V0D1"
"ESR1","EPB41L1"
"ESR1","CKAP5"
"ESR1","RBMX"
"ESR1","DHRS2"
"ESR1","LTBP1"
"ESR1","SIPA1L1"
"ESR1","ZNF131"
"ESR1","SLC4A2"
"ESR1","AXIN2"
"ESR1","CTNNB1"
"ESR1","YBX1"
"ESR1","STAG1"
"ESR1","WASF2"
"ESR1","AURKA"
"ESR1","MYO18A"
"ESR1","RPL6"
"ESR1","USF2"
"ESR1","FN1"
"ESR1","PTEN"
"ESR1","ASCC2"
"ESR1","TBP"
"ESR1","PPHLN1"
"ESR1","EIF3J"
"ESR1","TDRD3"
"ESR1","G6PD"
"ESR1","GORASP2"
"ESR1","SNRPC"
"ESR1","ANKRD17"
"ESR1","MAPK14"
"ESR1","PHF3"
"ESR1","TDRKH"
"ESR1","ZKSCAN1"
"ESR1","SMAD3"
"ESR1","PER2"
"ESR1","DGCR8"
"ESR1","BAZ2A"
"ESR1","B3GAT3"
"ESR1","DUSP22"
"ESR1","NCOA2"
"ESR1","CBX5"
"ESR1","ATXN7"
"ESR1","COPZ1"
"ESR1","MDC1"
"ESR1","CNOT3"
"ESR1","ZNF574"
"ESR1","ZNF687"
"ESR1","SHARPIN"
"ESR1","TMEM161A"
"ESR1","AHRR"
"ESR1","GRHL2"
"ESR1","TANC1"
"ESR1","ANP32E"
"ESR1","CDK12"
"ESRRG","NR0B1"
"ETS1","PGF"
"ETS1","ARID1B"
"ETS1","FLT1"
"ETS1","IGF1R"
"ETS1","ZMIZ1"
"ETS1","ICAM4"
"ETS1","SRC"
"ETS1","KDR"
"ETS1","FOS"
"ETS1","JAK1"
"ETS1","EPAS1"
"ETS1","SMAD3"
"ETS1","CDK4"
"ETS1","KDM2B"
"ETS1","PHF12"
"ETS1","ANPEP"
"ETS1","GATA1"
"ETS1","LCK"
"ETS1","CDK9"
"ETS1","AKT1"
"ETS1","ETS2"
"ETS1","RPL13A"
"ETS1","PLEC"
"ETS1","MMP9"
"ETS1","TFAP2A"
"ETS1","FGF2"
"ETS1","BRCA1"
"ETS1","EGFR"
"ETS1","STAT1"
"ETS1","IL4"
"ETS1","RUNX1"
"ETS1","NFE2L2"
"ETS1","TBX21"
"ETS1","SRF"
"ETS1","GATAD1"
"ETS1","GATA3"
"ETS1","ATF2"
"ETS1","PPME1"
"ETS1","SYK"
"ETS1","CCND1"
"ETS1","UBE2I"
"ETS1","IL5"
"ETS1","HSPB1"
"ETS1","MAP2K2"
"ETS1","SMARCA4"
"ETS1","ZBTB7A"
"ETS1","ANGPT2"
"ETS1","HMGB1"
"ETS1","MMP2"
"ETS1","APP"
"ETS1","JUN"
"ETS1","RARA"
"ETS1","JAK3"
"ETS1","CREBBP"
"ETS1","MAPK1"
"ETS1","NFKB1"
"ETS1","MAPK14"
"ETS1","NLK"
"ETS1","TRPS1"
"ETS1","HRAS"
"ETS1","SP1"
"ETS1","PTK2B"
"ETS1","RET"
"ETS1","CDC5L"
"ETS1","DAXX"
"ETS1","IL4R"
"ETS1","TP53"
"ETS1","VEGFA"
"ETS1","RPS6KA2"
"ETS1","MMP1"
"ETS1","VEGFC"
"ETS1","BRD7"
"ETS1","ARID1A"
"ETS1","PARP1"
"ETS1","SCOC"
"ETS1","SOCS1"
"ETS1","PTEN"
"ETS1","NMI"
"ETS1","WDR17"
"ETV1","AR"
"ETV1","SMAD7"
"ETV3","AIFM1"
"ETV3","ATAD5"
"ETV3","B4GALT2"
"ETV3","CIB2"
"ETV3","DDX10"
"ETV3","GNL2"
"ETV3","INF2"
"ETV3","SMC1A"
"ETV3","SRRM2"
"ETV3","MYC"
"ETV3","GABPA"
"ETV3","AR"
"ETV3","MRPL11"
"ETV3","RAD21"
"ETV3","SMC3"
"ETV3","XPO1"
"ETV3","BLM"
"ETV3","C7orf50"
"ETV3","HMGB1"
"ETV3","TUBB"
"ETV3","DDX20"
"ETV3","GPR107"
"ETV4","VEGFA"
"ETV4","SYN2"
"ETV4","PTGS2"
"ETV4","ERBB2"
"ETV4","MMP1"
"ETV6","ARHGAP32"
"ETV6","ESR1"
"ETV6","MYC"
"ETV6","BRD4"
"ETV6","LMNA"
"ETV6","RUNX1"
"ETV6","USP7"
"ETV6","ESR2"
"ETV6","SOCS3"
"ETV6","MAD2L1"
"ETV6","LGALS3BP"
"ETV6","SOCS1"
"ETV6","MDC1"
"EZH2","FHL2"
"EZH2","U2AF1"
"EZH2","TSC1"
"EZH2","HDAC3"
"EZH2","SMARCA2"
"EZH2","ESR1"
"EZH2","IGF1R"
"EZH2","PPARG"
"EZH2","CTNNBL1"
"EZH2","PARD3B"
"EZH2","IL1B"
"EZH2","MYC"
"EZH2","PTEN"
"EZH2","ARG1"
"EZH2","CPSF2"
"EZH2","PPP2R1A"
"EZH2","ZBTB16"
"EZH2","MYB"
"EZH2","SOX4"
"EZH2","SMS"
"EZH2","ATM"
"EZH2","HCFC1"
"EZH2","MECOM"
"EZH2","MED1"
"EZH2","AKT1"
"EZH2","MUC1"
"EZH2","SIN3A"
"EZH2","SMARCA1"
"EZH2","LDLR"
"EZH2","CELF1"
"EZH2","RARB"
"EZH2","SAP30"
"EZH2","HSP90AA1"
"EZH2","JUN"
"EZH2","PML"
"EZH2","ATP2A2"
"EZH2","PCNA"
"EZH2","USP7"
"EZH2","ZFP42"
"EZH2","SMYD3"
"EZH2","ERG"
"EZH2","JARID2"
"EZH2","SPTBN1"
"EZH2","MCM5"
"EZH2","EIF3H"
"EZH2","CDK6"
"EZH2","HDAC4"
"EZH2","NCOR1"
"EZH2","SNRPN"
"EZH2","RELA"
"EZH2","UBE3A"
"EZH2","SNAI1"
"EZH2","NCOA3"
"EZH2","REST"
"EZH2","CDKN2C"
"EZH2","RARA"
"EZH2","FAT1"
"EZH2","CTCF"
"EZH2","KDM6A"
"EZH2","UBR5"
"EZH2","DEK"
"EZH2","PBX1"
"EZH2","SYNE1"
"EZH2","EHMT1"
"EZH2","FASN"
"EZH2","TP53BP1"
"EZH2","TLE1"
"EZH2","NUP214"
"EZH2","EP300"
"EZH2","PHF19"
"EZH2","HDAC2"
"EZH2","CDH1"
"EZH2","LARP1"
"EZH2","TP53"
"EZH2","MUC4"
"EZH2","BRCA1"
"EZH2","RB1"
"EZH2","NCOA1"
"EZH2","RBPJ"
"EZH2","HDAC1"
"EZH2","ANKRD28"
"EZH2","CTNNB1"
"EZH2","SREBF1"
"EZH2","BHLHE40"
"EZH2","SMAD3"
"EZH2","CBX5"
"EZH2","PRAME"
"FANCM","HES1"
"FANCM","PLEC"
"FAS","EHD1"
"FAS","CHUK"
"FAS","PTPN6"
"FAS","TNFSF10"
"FAS","PML"
"FAS","KPNA1"
"FAS","SRC"
"FAS","AKT1"
"FAS","EEF1A1"
"FAS","S100B"
"FAS","RELA"
"FAS","CFLAR"
"FAS","CD40"
"FAS","PCNA"
"FAS","NFKB1"
"FAS","CSNK1A1"
"FAS","E2F3"
"FAS","TRAF2"
"FAS","YY1"
"FAS","IFNB1"
"FAS","PTTG1"
"FAS","CAV1"
"FAS","TP63"
"FAS","RB1"
"FAS","MAP2K6"
"FAS","CASP7"
"FAS","TNFRSF10B"
"FAS","TNFRSF10A"
"FAS","RHOA"
"FAS","CRMP1"
"FAS","SQSTM1"
"FAS","SMPD1"
"FAS","CASP10"
"FAS","IPO7"
"FAS","TNFSF15"
"FAS","TRADD"
"FAS","FASLG"
"FAS","CD274"
"FAS","IFNG"
"FAS","EGFR"
"FAS","UBC"
"FAS","TNF"
"FAS","BCL2"
"FAS","ESYT2"
"FAS","BIRC3"
"FAS","FAF1"
"FAS","TP73"
"FAS","RARA"
"FAS","TNFRSF10C"
"FAS","MAP2K3"
"FAS","CCND3"
"FAS","KRT8"
"FAS","BIRC2"
"FAS","CALM2"
"FAS","PTPN13"
"FAS","IL1A"
"FAS","MET"
"FAS","MAPK8"
"FAS","STAT1"
"FAS","GADD45A"
"FAS","RIPK2"
"FAS","TP53"
"FAS","TRAF3"
"FAS","RIPK1"
"FAS","CASP8"
"FAS","CTNNB1"
"FAS","BID"
"FBXO11","ESR1"
"FBXO11","TNFRSF10A"
"FBXO11","DUSP5"
"FBXO11","BCL6"
"FBXO11","FASN"
"FBXO11","BMP2"
"FBXO11","TP53"
"FBXO31","MYC"
"FBXO31","TNIP1"
"FBXO31","AKT1"
"FBXO31","RELA"
"FBXO31","NFKB1"
"FBXO31","CCND1"
"FBXO31","RELB"
"FBXO31","NFKB2"
"FBXO31","NFKBIA"
"FBXO31","SNAI1"
"FBXO32","IGF2R"
"FBXO32","MTHFD1L"
"FBXO32","MYOG"
"FBXW7","BCAS3"
"FBXW7","RPS16"
"FBXW7","PRPSAP1"
"FBXW7","RPS15"
"FBXW7","RPS20"
"FBXW7","AHNAK"
"FBXW7","CSF3R"
"FBXW7","SLC25A3"
"FBXW7","RBM39"
"FBXW7","RPL19"
"FBXW7","MYL12A"
"FBXW7","JAG1"
"FBXW7","SIRT1"
"FBXW7","CCT3"
"FBXW7","RPS13"
"FBXW7","HSP90AA1"
"FBXW7","CAD"
"FBXW7","HNRNPA2B1"
"FBXW7","POF1B"
"FBXW7","CDK1"
"FBXW7","MYC"
"FBXW7","CDKN1B"
"FBXW7","RELB"
"FBXW7","TOP2A"
"FBXW7","FKBP4"
"FBXW7","NFKB1"
"FBXW7","FLG"
"FBXW7","CDK2"
"FBXW7","FAM32A"
"FBXW7","HSP90AB1"
"FBXW7","MYB"
"FBXW7","PLEKHA7"
"FBXW7","ATM"
"FBXW7","UNG"
"FBXW7","ALDOA"
"FBXW7","RPS19"
"FBXW7","EBNA1BP2"
"FBXW7","MYBL2"
"FBXW7","UBAC1"
"FBXW7","EZH2"
"FBXW7","SOX9"
"FBXW7","FOXM1"
"FBXW7","HNRNPD"
"FBXW7","MECOM"
"FBXW7","RPL5"
"FBXW7","PWP1"
"FBXW7","SBF2"
"FBXW7","RUNX2"
"FBXW7","PSMA5"
"FBXW7","NAMPT"
"FBXW7","NFKB2"
"FBXW7","EFHD2"
"FBXW7","HSPG2"
"FBXW7","C1QBP"
"FBXW7","DKC1"
"FBXW7","MYO1B"
"FBXW7","SMN2"
"FBXW7","LBR"
"FBXW7","WDR1"
"FBXW7","ANXA1"
"FBXW7","SNCA"
"FBXW7","IL24"
"FBXW7","MED13L"
"FBXW7","RPL13A"
"FBXW7","PLEC"
"FBXW7","GSK3B"
"FBXW7","MYCBP2"
"FBXW7","THRAP3"
"FBXW7","JUN"
"FBXW7","MTDH"
"FBXW7","SQSTM1"
"FBXW7","HIF1A"
"FBXW7","IPO7"
"FBXW7","NAT10"
"FBXW7","NPM1"
"FBXW7","HSPA1A"
"FBXW7","PCK2"
"FBXW7","EGFR"
"FBXW7","STAT3"
"FBXW7","HSPA8"
"FBXW7","AP2B1"
"FBXW7","NCL"
"FBXW7","RPL10"
"FBXW7","SPI1"
"FBXW7","LMNA"
"FBXW7","WDR37"
"FBXW7","KRAS"
"FBXW7","UBC"
"FBXW7","SNX8"
"FBXW7","HNRNPUL1"
"FBXW7","ERBB2"
"FBXW7","JUP"
"FBXW7","CCT5"
"FBXW7","ZEB2"
"FBXW7","DYRK1A"
"FBXW7","RPL6"
"FBXW7","RPL22"
"FBXW7","GATA3"
"FBXW7","SPTBN1"
"FBXW7","EFHC1"
"FBXW7","TNFRSF19"
"FBXW7","TRIP13"
"FBXW7","HNRNPF"
"FBXW7","CDC34"
"FBXW7","DPY30"
"FBXW7","EIF4A1"
"FBXW7","FXR1"
"FBXW7","NAP1L1"
"FBXW7","NOP56"
"FBXW7","POLR1C"
"FBXW7","RHOG"
"FBXW7","RPL15"
"FBXW7","RPL18"
"FBXW7","RPL8"
"FBXW7","RPS15A"
"FBXW7","RPS5"
"FBXW7","SNRPB2"
"FBXW7","SNRPD3"
"FBXW7","TPM2"
"FBXW7","YWHAE"
"FBXW7","XPO1"
"FBXW7","PRKDC"
"FBXW7","CYBB"
"FBXW7","MED15"
"FBXW7","SOX7"
"FBXW7","PTBP1"
"FBXW7","SNAI1"
"FBXW7","EXOC4"
"FBXW7","SGK1"
"FBXW7","NOTCH4"
"FBXW7","CMIP"
"FBXW7","SFN"
"FBXW7","FECH"
"FBXW7","PCBP1"
"FBXW7","LPP"
"FBXW7","EGR1"
"FBXW7","CCNE1"
"FBXW7","PTGDS"
"FBXW7","SLC25A1"
"FBXW7","MACF1"
"FBXW7","FBXW11"
"FBXW7","DDX21"
"FBXW7","RPL27A"
"FBXW7","EXT1"
"FBXW7","ENO1"
"FBXW7","FLI1"
"FBXW7","DAB2IP"
"FBXW7","GULP1"
"FBXW7","KDM6A"
"FBXW7","RPL3"
"FBXW7","MAP4K4"
"FBXW7","DNAJC9"
"FBXW7","TES"
"FBXW7","MAPKAPK3"
"FBXW7","RND3"
"FBXW7","MAPK1"
"FBXW7","DHRS2"
"FBXW7","MSN"
"FBXW7","TGFB1"
"FBXW7","IGF2BP3"
"FBXW7","AP3D1"
"FBXW7","HDLBP"
"FBXW7","LDHA"
"FBXW7","HNRNPL"
"FBXW7","RPS25"
"FBXW7","MBD1"
"FBXW7","PKP1"
"FBXW7","DDX1"
"FBXW7","MTHFD1"
"FBXW7","RPL13"
"FBXW7","RPS6"
"FBXW7","MED13"
"FBXW7","HDAC2"
"FBXW7","PRDX3"
"FBXW7","SMAD1"
"FBXW7","TP53"
"FBXW7","ANP32B"
"FBXW7","TJP2"
"FBXW7","ZFP36"
"FBXW7","SPATS2L"
"FBXW7","DLC1"
"FBXW7","TPM1"
"FBXW7","DNM2"
"FBXW7","MCM7"
"FBXW7","NR3C1"
"FBXW7","GNL3"
"FBXW7","PSMC5"
"FBXW7","RPL27"
"FBXW7","RUVBL2"
"FBXW7","BECN1"
"FBXW7","HNRNPA1"
"FBXW7","COL1A2"
"FBXW7","MYO5A"
"FBXW7","CTNNB1"
"FBXW7","PTEN"
"FBXW7","PSEN1"
"FBXW7","AKAP13"
"FBXW7","RERE"
"FBXW7","GATA2"
"FCER1A","FOS"
"FCER1A","CBLB"
"FCER1A","LMNA"
"FCER1A","SHC1"
"FCER1A","LGALS3"
"FCER1A","JUN"
"FCER1A","NFATC2"
"FCER1A","PLA2G4A"
"FCER1A","SYK"
"FCER1A","PTK2"
"FEM1A","PTGER4"
"FES","VEGFA"
"FES","NRP1"
"FES","HSP90AB1"
"FES","HSPA4"
"FES","PLEC"
"FES","JAK2"
"FES","EGFR"
"FES","BCR"
"FES","JAK3"
"FES","AR"
"FES","MET"
"FES","FKBP5"
"FES","IL4R"
"FES","NEDD4"
"FGA","MBNL1"
"FGA","ESR2"
"FGF19","PIK3R1"
"FGF19","FGFR3"
"FGF19","SRC"
"FGF19","FOS"
"FGF19","NR1H4"
"FGF19","PDGFRA"
"FGF19","JUN"
"FGF19","SPP1"
"FGF19","UBC"
"FGF19","EGF"
"FGF19","EGFR"
"FGF19","MET"
"FGF19","FGFR1"
"FGF19","IGF1R"
"FGF19","PDGFRB"
"FGF19","NR0B2"
"FGF2","STC1"
"FGF2","ILK"
"FGF2","BGLAP"
"FGF2","PDPK1"
"FGF2","THBS1"
"FGF2","ETS1"
"FGF2","FLT1"
"FGF2","PIK3R1"
"FGF2","ENG"
"FGF2","CSF2"
"FGF2","CD44"
"FGF2","IL7R"
"FGF2","FGFR3"
"FGF2","SRC"
"FGF2","KDR"
"FGF2","CXCL12"
"FGF2","CSF3"
"FGF2","S1PR1"
"FGF2","CCL2"
"FGF2","IL1B"
"FGF2","STAT3"
"FGF2","CCL11"
"FGF2","NRP1"
"FGF2","TH"
"FGF2","S100B"
"FGF2","PDGFB"
"FGF2","CSNK2A2"
"FGF2","PTTG1"
"FGF2","NTRK1"
"FGF2","RPS19"
"FGF2","DCN"
"FGF2","NTF3"
"FGF2","AKT1"
"FGF2","RUNX2"
"FGF2","HGF"
"FGF2","PRMT1"
"FGF2","MAP1LC3B"
"FGF2","MBP"
"FGF2","HSPG2"
"FGF2","PDGFRA"
"FGF2","TLR9"
"FGF2","JUN"
"FGF2","MMP9"
"FGF2","PTGS2"
"FGF2","SERPINE1"
"FGF2","ICAM1"
"FGF2","A2M"
"FGF2","IHH"
"FGF2","SPP1"
"FGF2","MAP2"
"FGF2","ITGAV"
"FGF2","PRL"
"FGF2","PTN"
"FGF2","IFI16"
"FGF2","CRYAB"
"FGF2","ITGB3"
"FGF2","UBC"
"FGF2","STK11"
"FGF2","GJA1"
"FGF2","ANPEP"
"FGF2","FGF1"
"FGF2","CHAT"
"FGF2","TNFSF11"
"FGF2","PLAU"
"FGF2","TNF"
"FGF2","PF4"
"FGF2","FGFBP1"
"FGF2","S100A4"
"FGF2","TNFAIP6"
"FGF2","TGFB3"
"FGF2","IL6"
"FGF2","PIK3CA"
"FGF2","ANGPT2"
"FGF2","UBA52"
"FGF2","MAP3K5"
"FGF2","CASP1"
"FGF2","TGFB1"
"FGF2","TIMP1"
"FGF2","COMT"
"FGF2","CX3CL1"
"FGF2","LIF"
"FGF2","FOS"
"FGF2","MET"
"FGF2","CSNK2B"
"FGF2","TGFBR3"
"FGF2","TNC"
"FGF2","CREBBP"
"FGF2","HIF1A"
"FGF2","EGFR"
"FGF2","FGF7"
"FGF2","MAPK14"
"FGF2","MAPK1"
"FGF2","CCK"
"FGF2","CD69"
"FGF2","PTX3"
"FGF2","ELN"
"FGF2","GSK3B"
"FGF2","CDKN1B"
"FGF2","POMC"
"FGF2","PRKACA"
"FGF2","IGF1R"
"FGF2","CALCA"
"FGF2","STAT1"
"FGF2","VEGFC"
"FGF2","PDGFRB"
"FGF2","ERBB4"
"FGF2","BMP2"
"FGF2","ODC1"
"FGF2","TP53"
"FGF2","GFAP"
"FGF2","GPC1"
"FGF2","ERBB3"
"FGF2","FGFR1"
"FGF2","CXCR4"
"FGF2","CSNK2A1"
"FGF2","NRP2"
"FGF2","PARP1"
"FGF2","HNRNPA1"
"FGF2","TGFB2"
"FGF2","ARHGEF7"
"FGF2","FN1"
"FGF5","PIK3R1"
"FGF5","CD44"
"FGF5","FGFR3"
"FGF5","SRC"
"FGF5","NRP1"
"FGF5","NTRK1"
"FGF5","DCN"
"FGF5","HSPG2"
"FGF5","PDGFRA"
"FGF5","PTX3"
"FGF5","JUN"
"FGF5","SPP1"
"FGF5","UBC"
"FGF5","FGFBP1"
"FGF5","PTPRK"
"FGF5","EGF"
"FGF5","FOS"
"FGF5","EGFR"
"FGF5","FGF7"
"FGF5","MET"
"FGF5","FGFR1"
"FGF5","IGF1R"
"FGF5","PDGFRB"
"FGF5","FN1"
"FGF5","GRB2"
"FGFR1","SH3PXD2B"
"FGFR1","PFKP"
"FGFR1","PHGDH"
"FGFR1","OSBPL9"
"FGFR1","ITSN1"
"FGFR1","PRKCE"
"FGFR1","TRAPPC9"
"FGFR1","PIK3R1"
"FGFR1","SLA"
"FGFR1","VANGL1"
"FGFR1","CD44"
"FGFR1","IGF1"
"FGFR1","TGFA"
"FGFR1","PARD3"
"FGFR1","FGFR3"
"FGFR1","SRC"
"FGFR1","INS"
"FGFR1","EZR"
"FGFR1","AKT1"
"FGFR1","MYC"
"FGFR1","PIK3R5"
"FGFR1","NRP1"
"FGFR1","E2F1"
"FGFR1","FNBP1"
"FGFR1","RAB3GAP2"
"FGFR1","P4HB"
"FGFR1","APEX1"
"FGFR1","PDGFB"
"FGFR1","FCGRT"
"FGFR1","MAPRE2"
"FGFR1","CLU"
"FGFR1","ACTA1"
"FGFR1","TH"
"FGFR1","FBXO7"
"FGFR1","RARA"
"FGFR1","ANKS1A"
"FGFR1","PLAU"
"FGFR1","ACTB"
"FGFR1","HGS"
"FGFR1","ABR"
"FGFR1","LITAF"
"FGFR1","ANK1"
"FGFR1","HLA-E"
"FGFR1","WDR37"
"FGFR1","TNFRSF10B"
"FGFR1","HSPG2"
"FGFR1","PDGFRA"
"FGFR1","SH3KBP1"
"FGFR1","PACSIN2"
"FGFR1","SNAP91"
"FGFR1","PDK1"
"FGFR1","NAA16"
"FGFR1","VEZT"
"FGFR1","CTNNA1"
"FGFR1","CDH16"
"FGFR1","IZUMO1"
"FGFR1","TMOD3"
"FGFR1","HSP90AA1"
"FGFR1","PLEC"
"FGFR1","JUN"
"FGFR1","MMP9"
"FGFR1","ANXA2"
"FGFR1","CDH2"
"FGFR1","CDH11"
"FGFR1","FGF2"
"FGFR1","JAK2"
"FGFR1","SPP1"
"FGFR1","EGFR"
"FGFR1","STAT3"
"FGFR1","TNIK"
"FGFR1","AP2A1"
"FGFR1","IFNGR1"
"FGFR1","ERBB2"
"FGFR1","JUP"
"FGFR1","VCL"
"FGFR1","PTK6"
"FGFR1","SH3BP2"
"FGFR1","ANK2"
"FGFR1","RPN1"
"FGFR1","SPATS2L"
"FGFR1","PIK3R3"
"FGFR1","CD83"
"FGFR1","ARF4"
"FGFR1","EXOC4"
"FGFR1","NCOA7"
"FGFR1","PFKFB3"
"FGFR1","LRBA"
"FGFR1","ZMYM2"
"FGFR1","ASAP1"
"FGFR1","LPP"
"FGFR1","UTRN"
"FGFR1","EGF"
"FGFR1","PLCG2"
"FGFR1","PGR"
"FGFR1","APBB2"
"FGFR1","TGFBR3"
"FGFR1","REPS1"
"FGFR1","SNAP29"
"FGFR1","TNFRSF12A"
"FGFR1","CREBBP"
"FGFR1","PSTPIP2"
"FGFR1","FGF7"
"FGFR1","MAPK14"
"FGFR1","MX1"
"FGFR1","MET"
"FGFR1","NR4A2"
"FGFR1","ABLIM1"
"FGFR1","TNK2"
"FGFR1","TOP3B"
"FGFR1","PRKACA"
"FGFR1","LDHA"
"FGFR1","IGF1R"
"FGFR1","PIK3CB"
"FGFR1","ACAT1"
"FGFR1","HSPA1B"
"FGFR1","TRAPPC3"
"FGFR1","ARHGEF2"
"FGFR1","PDGFRB"
"FGFR1","CDH1"
"FGFR1","WASF2"
"FGFR1","RPS6KA2"
"FGFR1","SND1"
"FGFR1","RAI14"
"FGFR1","TGFBR2"
"FGFR1","RAB11B"
"FGFR1","ARHGEF10"
"FGFR1","FOS"
"FGFR1","MMP2"
"FGFR1","VEGFC"
"FGFR1","ANK3"
"FGFR1","APP"
"FGFR1","DNM2"
"FGFR1","GRB2"
"FGFR1","MARK3"
"FGFR1","TACC1"
"FGFR1","BAX"
"FGFR1","CTNNB1"
"FGFR1","STIM1"
"FGFR1","PTK2"
"FGFR1","PPP2R1B"
"FGFR1","DTNA"
"FGFR1","SHC1"
"FGFR1","TANC1"
"FGFR2","SMAD4"
"FGFR2","LRRK1"
"FGFR2","PFKP"
"FGFR2","TCF3"
"FGFR2","DLG5"
"FGFR2","RYK"
"FGFR2","SNX24"
"FGFR2","WWP1"
"FGFR2","ESR1"
"FGFR2","BGLAP"
"FGFR2","IFITM1"
"FGFR2","PRKCE"
"FGFR2","PIK3R1"
"FGFR2","ADAM9"
"FGFR2","IGF1"
"FGFR2","NFATC4"
"FGFR2","FGFR3"
"FGFR2","TGFA"
"FGFR2","E2F1"
"FGFR2","PIK3R5"
"FGFR2","UBR4"
"FGFR2","CEP250"
"FGFR2","CBLB"
"FGFR2","IGF2R"
"FGFR2","PDGFB"
"FGFR2","FCGRT"
"FGFR2","DST"
"FGFR2","MDM2"
"FGFR2","PKP4"
"FGFR2","HGS"
"FGFR2","LITAF"
"FGFR2","RUNX2"
"FGFR2","TFF1"
"FGFR2","PDLIM2"
"FGFR2","SH3KBP1"
"FGFR2","JUN"
"FGFR2","MMP9"
"FGFR2","TRAF6"
"FGFR2","FGF2"
"FGFR2","IHH"
"FGFR2","ITGA5"
"FGFR2","BCAR1"
"FGFR2","UBC"
"FGFR2","ERBB2"
"FGFR2","SMURF2"
"FGFR2","PTPRR"
"FGFR2","BEX2"
"FGFR2","PLAU"
"FGFR2","PRKDC"
"FGFR2","NEDD4L"
"FGFR2","PIK3R3"
"FGFR2","MAP3K1"
"FGFR2","CACNA1D"
"FGFR2","CD83"
"FGFR2","FYN"
"FGFR2","STAT5A"
"FGFR2","TIMP1"
"FGFR2","EGF"
"FGFR2","PGR"
"FGFR2","APBB2"
"FGFR2","SAFB"
"FGFR2","CALM3"
"FGFR2","FGF7"
"FGFR2","PTBP1"
"FGFR2","OAS1"
"FGFR2","LGALS3BP"
"FGFR2","EPS15L1"
"FGFR2","FGFR1"
"FGFR2","TOP3B"
"FGFR2","PIK3CB"
"FGFR2","HSPA1B"
"FGFR2","COPZ1"
"FGFR2","PAK4"
"FGFR2","PTK2B"
"FGFR2","BCL11A"
"FGFR2","RPS6KA2"
"FGFR2","FOS"
"FGFR2","BCL3"
"FGFR2","APP"
"FGFR2","DNM2"
"FGFR2","ALPP"
"FGFR2","FBXO7"
"FGFR2","CTNNB1"
"FGFR2","PIK3CD"
"FGFR2","LYN"
"FGFR2","GRB2"
"FGFR2","FGF9"
"FGFR2","MTMR9"
"FGFR2","SHC1"
"FGFR3","HSPA1B"
"FGFR3","AGGF1"
"FGFR3","CHGB"
"FGFR3","HSPBAP1"
"FGFR3","AFG3L2"
"FGFR3","VIM"
"FGFR3","BAZ1B"
"FGFR3","PIK3R1"
"FGFR3","PIK3CB"
"FGFR3","SOCS6"
"FGFR3","SRC"
"FGFR3","STT3A"
"FGFR3","RBM15"
"FGFR3","AP2A1"
"FGFR3","NBL1"
"FGFR3","STAT3"
"FGFR3","MYC"
"FGFR3","FOS"
"FGFR3","NAMPT"
